ds,reservoir,province,rainfallsince,avgrainfall1971_2000,capacity_hm3,stored_hm3,variation24h_hm3,weekchange,yearchange,fillingpcttoday,weekago,yearago,avgreserve5yrs_hm3
2015-03-21,la bolera,jaen,389.6,459.1,53.2,36.93,0.0,-0.22,-13.13,69.42,69.83,94.1,
2015-03-21,la fernandina,jaen,259.5,381.6,244.5,177.5,0.02,-0.06,-45.5,72.6,72.62,91.21,
2015-03-21,quiebrajano,jaen,415.6,498.8,31.6,23.27,-0.02,-0.12,-7.87,73.64,74.02,98.54,
2015-03-21,rumblar,jaen,261.8,351.6,126.0,94.06,0.01,-0.39,-25.62,74.65,74.96,94.98,
2015-03-21,tranco de beas,jaen,486.3,528.4,498.2,424.87,0.38,1.98,-8.75,85.28,84.88,87.04,
2015-03-21,vadomojon,jaen,227.5,335.0,163.2,121.76,0.19,0.78,-35.61,74.61,74.13,96.43,
2015-03-21,viboras,jaen,307.7,373.8,19.1,10.38,-0.11,-0.08,0.31,54.34,54.76,52.72,
2015-03-21,cala,sevilla,438.4,538.9,58.8,41.94,0.07,0.37,5.57,71.33,70.7,61.85,
2015-03-21,el agrio,sevilla,421.2,507.6,20.3,16.25,0.01,0.22,-0.99,80.07,78.97,84.93,
2015-03-21,el pintado,sevilla,429.5,521.5,212.8,186.94,0.33,0.82,-4.78,87.85,87.46,90.09,
2015-03-21,gergal,sevilla,393.9,432.7,35.0,34.65,-0.19,-0.47,-0.47,98.99,100.34,100.34,
2015-03-21,huesna,sevilla,549.4,477.8,134.6,108.75,0.09,0.12,-2.57,80.8,80.71,82.7,
2015-03-21,jose toran,sevilla,479.7,523.1,113.2,102.14,0.05,0.45,-3.47,90.23,89.83,93.3,
2015-03-21,la minilla,sevilla,412.6,547.1,57.8,50.15,-0.09,-0.66,2.41,86.76,87.91,82.6,
2015-03-21,melonares,sevilla,413.2,491.0,185.6,175.47,-0.01,0.0,3.44,94.54,94.54,92.69,
2015-03-21,puebla de cazalla,sevilla,341.1,397.8,73.7,34.1,0.04,0.0,-20.91,46.26,46.27,74.64,
2015-03-21,torre del aguila,sevilla,349.7,415.7,64.4,40.08,0.08,-0.24,-3.88,62.24,62.61,68.26,
2015-03-21,beninar,almeria,178.2,382.9,61.68,5.3,0.09,0.13,-2.94,8.59,8.38,13.36,
2015-03-21,cuevas de almanzora,almeria,93.1,182.9,161.3,21.49,0.0,-0.02,-2.72,13.32,13.34,15.01,
2015-03-21,charco redondo,cadiz,567.7,888.7,81.6,43.69,0.48,0.71,-28.08,53.55,52.67,87.95,
2015-03-21,guadarranque,cadiz,547.5,757.8,87.7,78.72,0.46,0.73,0.2,89.76,88.93,89.53,
2015-03-21,beznar,granada,207.3,334.8,52.9,39.45,0.0,-0.08,-6.53,74.58,74.73,86.92,
2015-03-21,rules,granada,243.6,382.7,110.8,82.68,0.18,0.56,3.47,74.62,74.12,71.49,
2015-03-21,conde de guadalhorce,malaga,282.8,358.6,66.5,53.22,0.3,0.21,0.96,80.03,79.71,78.59,
2015-03-21,el limonero,malaga,270.1,383.9,24.7,7.9,0.01,0.03,-1.7,31.98,31.86,38.87,
2015-03-21,casasola,malaga,233.1,372.6,23.45,9.19,0.02,-0.14,-2.59,39.17,39.79,50.23,
2015-03-21,guadalteba,malaga,246.7,351.9,153.3,118.77,0.21,0.85,-30.78,77.47,76.92,97.55,
2015-03-21,guadalhorce,malaga,246.7,348.2,125.7,111.29,0.19,0.63,-11.0,88.53,88.04,97.29,
2015-03-21,la concepcion,malaga,482.0,634.6,61.9,52.39,0.85,1.89,12.76,84.63,81.58,64.02,
2015-03-21,la vinnuela,malaga,262.8,476.8,165.4,112.31,0.13,-0.14,-26.34,67.9,67.99,83.83,
2015-03-21,andevalo,huelva,345.8,535.1,634.4,627.64,0.36,0.61,49.87,98.93,98.84,91.07,
2015-03-21,chanza,huelva,269.0,396.5,341.4,269.11,0.0,-0.6,-2.78,78.83,79.0,79.64,
2015-03-21,corumbel bajo,huelva,581.0,498.5,18.0,17.68,0.0,-0.03,2.89,98.23,98.39,82.17,
2015-03-21,jarrama,huelva,745.0,614.9,42.6,42.46,0.04,0.11,0.94,99.67,99.41,97.46,
2015-03-21,los machos,huelva,513.2,463.4,12.0,8.44,0.0,0.12,2.83,70.32,69.33,46.75,
2015-03-21,piedras,huelva,556.5,453.5,59.5,36.99,-0.23,-0.64,-5.27,62.17,63.24,71.03,
2015-03-31,arcos,cadiz,534.8,475.6,14.6,12.85,0.34,0.17,0.29,87.98,86.85,86.03,
2015-03-31,almodovar,cadiz,774.1,968.8,5.7,5.17,-0.04,-0.11,0.56,90.72,92.63,80.88,
2015-03-31,barbate,cadiz,569.0,841.1,228.1,195.46,0.0,1.21,-8.29,85.69,85.16,89.32,
2015-03-31,bornos,cadiz,517.1,463.3,200.2,151.99,0.0,1.41,-11.86,75.92,75.21,81.84,
2015-03-31,celemin,cadiz,603.5,808.9,44.8,41.12,0.05,0.48,5.33,91.79,90.71,79.89,
2015-03-31,guadalcacin,cadiz,570.5,729.5,800.3,612.91,-0.15,-0.29,-69.01,76.58,76.62,85.21,
2015-03-31,los hurones,cadiz,647.3,689.2,135.3,120.12,0.08,2.04,10.45,88.78,87.27,81.06,
2015-03-31,zahara,cadiz,460.3,652.5,222.7,208.45,0.07,0.36,1.65,93.6,93.44,92.86,
2015-03-31,arenoso,cordoba,303.7,411.6,167.0,136.1,0.0,0.33,-21.3,81.5,81.3,94.25,
2015-03-31,bembezar,cordoba,377.3,486.1,342.1,297.81,0.03,1.38,-13.24,87.05,86.65,90.92,
2015-03-31,guadalmellato,cordoba,344.4,455.4,146.6,108.54,-0.03,0.16,-22.99,74.04,73.93,89.72,
2015-03-31,guadanunno,cordoba,435.1,515.4,1.6,1.43,0.0,0.0,-0.01,89.43,89.38,90.0,
2015-03-31,iznajar,cordoba,304.6,453.2,981.1,865.11,0.46,4.62,-78.86,88.18,87.71,96.22,
2015-03-31,la brenna,cordoba,369.0,422.5,823.0,711.95,-0.03,-0.03,-78.74,86.51,86.51,96.07,
2015-03-31,martin gonzalo,cordoba,347.3,441.3,17.8,15.3,0.0,0.03,-2.48,85.98,85.79,99.89,
2015-03-31,puente nuevo,cordoba,418.0,456.1,281.7,247.38,0.19,0.0,-14.49,87.82,87.82,92.96,
2015-03-31,retortillo,cordoba,482.8,516.6,61.2,52.62,0.0,-0.25,-4.54,85.99,86.39,93.4,
2015-03-31,san rafael de navallana,cordoba,366.6,419.0,156.5,145.79,0.02,-0.09,-3.79,93.15,93.21,95.58,
2015-03-31,sierra boyera,cordoba,339.4,396.3,40.9,38.33,0.0,0.0,0.59,93.71,93.72,92.27,
2015-03-31,yeguas,cordoba,350.1,399.9,228.7,200.62,0.06,1.18,-16.35,87.72,87.21,94.87,
2015-03-31,canales,granada,318.5,305.1,70.0,46.1,0.11,0.62,-7.28,65.86,64.97,76.26,
2015-03-31,colomera,granada,262.9,398.7,40.2,34.31,0.07,0.16,-4.53,85.34,84.95,96.62,
2015-03-31,cubillas,granada,254.4,282.7,18.7,18.49,0.0,0.11,0.69,98.9,98.29,95.19,
2015-03-31,el portillo,granada,314.4,340.4,32.9,27.91,-0.13,-0.07,-0.65,84.83,85.05,86.81,
2015-03-31,francisco abellan,granada,163.4,230.4,58.2,39.52,0.01,0.13,-3.16,67.91,67.68,73.33,
2015-03-31,los bermejales,granada,229.2,464.1,102.6,83.99,0.05,0.34,-10.21,81.86,81.53,91.81,
2015-03-31,negratin,granada,236.1,277.0,567.1,428.15,0.19,2.28,-14.48,75.5,75.1,78.05,
2015-03-31,quentar,granada,367.6,304.2,13.5,11.78,-0.01,-0.11,-0.81,87.27,88.07,93.26,
2015-03-31,san clemente,granada,236.6,281.6,117.9,31.19,0.04,0.63,-8.4,26.46,25.92,33.58,
2015-03-31,aracena,huelva,521.0,614.3,126.8,115.11,0.0,0.26,-0.99,90.78,90.58,91.56,
2015-03-31,zufre,huelva,437.6,562.2,175.3,158.15,0.0,0.18,-1.26,90.22,90.11,90.94,
2015-03-31,aguascebas,jaen,576.0,452.4,6.4,6.39,-0.01,0.04,0.0,99.86,99.22,99.84,
2015-03-31,dannador,jaen,318.9,418.2,4.1,3.09,0.0,0.16,-1.02,75.44,71.46,100.24,
2015-03-31,giribaile,jaen,312.0,334.0,475.1,368.75,0.4,4.85,-100.12,77.62,76.59,98.69,
2015-03-31,guadalen,jaen,272.1,349.6,168.0,131.1,0.0,1.37,-27.72,78.04,77.22,94.54,
2015-03-31,guadalmena,jaen,337.6,408.9,346.5,311.4,0.12,2.45,-12.47,89.87,89.16,93.47,
2015-03-31,jandula,jaen,308.1,352.1,322.0,239.99,0.16,2.2,-49.87,74.53,73.85,90.02,
2015-03-31,la bolera,jaen,423.1,459.1,53.2,37.98,0.05,0.79,-10.78,71.39,69.91,91.65,
2015-03-31,la fernandina,jaen,292.4,381.6,244.5,178.04,0.01,0.31,-45.39,72.82,72.69,91.38,
2015-03-31,quiebrajano,jaen,454.6,498.8,31.6,23.13,-0.03,-0.12,-7.71,73.2,73.58,97.59,
2015-03-31,rumblar,jaen,281.6,351.6,126.0,95.03,0.02,0.82,-24.8,75.42,74.77,95.1,
2015-03-31,tranco de beas,jaen,536.3,528.4,498.2,429.65,0.38,3.68,-3.64,86.24,85.5,86.97,
2015-03-31,vadomojon,jaen,238.9,335.0,163.2,123.52,0.06,0.91,-34.84,75.69,75.13,97.03,
2015-03-31,viboras,jaen,333.1,373.8,19.1,10.13,0.02,0.03,-0.08,53.01,52.88,53.46,
2015-03-31,cala,sevilla,450.9,538.9,58.8,42.63,0.0,0.19,6.9,72.49,72.18,60.77,
2015-03-31,el agrio,sevilla,450.2,507.6,20.3,16.47,0.03,0.09,0.9,81.13,80.69,76.7,
2015-03-31,el pintado,sevilla,444.5,521.5,212.8,188.61,-0.14,1.1,-4.29,88.63,88.12,90.65,
2015-03-31,gergal,sevilla,403.3,432.7,35.0,34.16,-0.17,-0.44,-0.83,97.61,98.86,99.97,
2015-03-31,huesna,sevilla,560.3,477.8,134.6,108.95,0.0,-0.04,-2.61,80.94,80.97,82.88,
2015-03-31,jose toran,sevilla,490.1,523.1,113.2,102.49,0.04,0.1,-3.89,90.54,90.45,93.98,
2015-03-31,la minilla,sevilla,424.0,547.1,57.8,48.35,-0.06,-1.23,2.37,83.65,85.78,79.55,
2015-03-31,melonares,sevilla,424.8,491.0,185.6,176.02,0.13,0.13,3.58,94.84,94.77,92.91,
2015-03-31,puebla de cazalla,sevilla,349.3,397.8,73.7,34.35,-0.02,-0.01,-20.61,46.61,46.62,74.57,
2015-03-31,torre del aguila,sevilla,356.2,415.7,64.4,40.76,-0.05,0.12,-3.37,63.29,63.11,68.52,
2015-03-31,beninar,almeria,193.0,382.9,61.68,5.94,0.03,0.45,-2.05,9.64,8.9,12.95,
2015-03-31,cuevas de almanzora,almeria,105.6,182.9,161.3,21.77,0.03,0.1,-2.21,13.5,13.43,14.87,
2015-03-31,charco redondo,cadiz,615.7,888.7,81.6,46.88,-0.02,0.52,-24.14,57.45,56.81,87.03,
2015-03-31,guadarranque,cadiz,595.4,757.8,87.7,82.37,0.04,0.53,3.65,93.93,93.32,89.76,
2015-03-31,beznar,granada,220.3,334.8,52.9,39.41,-0.03,-0.07,-6.67,74.5,74.63,87.11,
2015-03-31,rules,granada,262.7,382.7,110.8,84.18,0.16,1.01,4.05,75.97,75.06,72.32,
2015-03-31,conde de guadalhorce,malaga,309.4,358.6,66.5,54.86,0.13,0.66,3.31,82.5,81.5,77.52,
2015-03-31,el limonero,malaga,285.8,383.9,24.7,8.06,0.01,0.09,-1.56,32.62,32.27,38.95,
2015-03-31,casasola,malaga,250.2,372.6,23.45,9.32,0.01,0.07,-2.59,39.73,39.45,50.79,
2015-03-31,guadalteba,malaga,275.4,351.9,153.3,121.11,0.19,1.51,-29.32,79.0,78.02,98.13,
2015-03-31,guadalhorce,malaga,275.4,348.2,125.7,113.12,0.18,1.1,-10.13,89.99,89.12,98.05,
2015-03-31,la concepcion,malaga,520.2,634.6,61.9,57.97,0.14,1.9,18.63,93.64,90.58,63.55,
2015-03-31,la vinnuela,malaga,276.3,476.8,165.4,113.1,-0.02,0.23,-25.06,68.38,68.24,83.53,
2015-03-31,andevalo,huelva,360.5,535.1,634.4,627.8,-0.19,-0.19,49.59,98.96,98.99,91.14,
2015-03-31,chanza,huelva,279.0,396.5,341.4,267.93,-0.28,-1.18,-0.73,78.48,78.83,78.69,
2015-03-31,corumbel bajo,huelva,614.0,498.5,18.0,17.62,0.0,-0.07,2.92,97.9,98.28,81.67,
2015-03-31,jarrama,huelva,752.0,614.9,42.6,42.52,0.0,-0.03,1.1,99.8,99.88,97.23,
2015-03-31,los machos,huelva,561.8,463.4,12.0,8.5,0.0,0.01,2.81,70.86,70.75,47.42,
2015-03-31,piedras,huelva,561.8,453.5,59.5,37.04,-0.09,-0.78,-5.17,62.25,63.56,70.94,
2015-04-01,arcos,cadiz,534.8,496.5,14.6,12.85,0.01,0.17,0.31,87.98,86.85,85.89,
2015-04-01,almodovar,cadiz,774.1,1007.5,5.7,5.13,-0.04,-0.15,0.51,90.07,92.63,81.05,
2015-04-01,barbate,cadiz,569.0,869.2,228.1,195.7,0.24,0.97,-8.05,85.79,85.37,89.32,
2015-04-01,bornos,cadiz,517.1,485.0,200.2,152.17,0.18,0.89,-11.87,76.01,75.56,81.94,
2015-04-01,celemin,cadiz,603.5,836.4,44.8,41.12,0.0,0.24,5.38,91.79,91.25,79.78,
2015-04-01,guadalcacin,cadiz,570.5,760.7,800.3,612.91,0.0,-0.44,-69.01,76.58,76.64,85.21,
2015-04-01,los hurones,cadiz,647.3,720.4,135.3,120.2,0.08,1.61,10.53,88.84,87.65,81.06,
2015-04-01,zahara,cadiz,460.3,686.2,222.7,208.45,0.0,0.22,1.65,93.6,93.5,92.86,
2015-04-01,arenoso,cordoba,303.7,434.3,167.0,136.1,0.0,0.2,-21.3,81.5,81.38,94.25,
2015-04-01,bembezar,cordoba,377.3,515.6,342.1,297.94,0.13,1.01,-13.24,87.09,86.8,90.96,
2015-04-01,guadalmellato,cordoba,344.4,480.8,146.6,108.5,-0.04,0.06,-23.03,74.01,73.97,89.72,
2015-04-01,guadanunno,cordoba,435.1,546.3,1.6,1.43,0.0,0.0,-0.01,89.23,89.38,90.0,
2015-04-01,iznajar,cordoba,304.6,476.5,981.1,865.36,0.25,3.9,-80.47,88.2,87.81,96.41,
2015-04-01,la brenna,cordoba,369.0,445.3,823.0,711.95,0.0,-0.03,-78.74,86.51,86.51,96.07,
2015-04-01,martin gonzalo,cordoba,347.3,467.4,17.8,15.3,0.0,0.0,-2.47,85.94,85.96,99.83,
2015-04-01,puente nuevo,cordoba,418.0,485.3,281.7,247.38,0.0,0.0,-14.49,87.82,87.82,92.96,
2015-04-01,retortillo,cordoba,482.8,544.1,61.2,52.46,-0.16,-0.51,-4.8,85.71,86.55,93.56,
2015-04-01,san rafael de navallana,cordoba,366.6,440.1,156.5,145.88,0.09,-0.1,-3.7,93.22,93.28,95.58,
2015-04-01,sierra boyera,cordoba,339.4,424.3,40.9,38.3,-0.03,-0.03,0.51,93.64,93.72,92.4,
2015-04-01,yeguas,cordoba,350.1,423.4,228.7,200.67,0.05,0.83,-15.73,87.74,87.38,94.62,
2015-04-01,canales,granada,318.5,320.3,70.0,46.26,0.16,0.72,-7.22,66.08,65.06,76.4,
2015-04-01,colomera,granada,262.9,420.8,40.2,34.31,0.0,0.14,-4.57,85.34,85.0,96.72,
2015-04-01,cubillas,granada,254.4,296.5,18.7,18.52,0.03,0.12,0.63,99.03,98.4,95.67,
2015-04-01,el portillo,granada,314.4,358.2,32.9,27.99,0.08,-0.13,-0.62,85.09,85.47,86.96,
2015-04-01,francisco abellan,granada,163.4,241.4,58.2,39.54,0.02,0.12,-3.14,67.93,67.73,73.33,
2015-04-01,los bermejales,granada,229.2,498.2,102.6,83.99,0.0,0.29,-10.64,81.86,81.58,92.23,
2015-04-01,negratin,granada,236.1,291.2,567.1,427.96,-0.19,1.52,-14.28,75.47,75.2,77.98,
2015-04-01,quentar,granada,367.6,319.6,13.5,11.77,-0.01,-0.1,-0.8,87.17,87.93,93.11,
2015-04-01,san clemente,granada,236.6,294.3,117.9,31.24,0.05,0.52,-8.35,26.49,26.06,33.58,
2015-04-01,aracena,huelva,521.0,651.3,126.8,115.2,0.09,0.26,-1.25,90.85,90.65,91.84,
2015-04-01,zufre,huelva,437.6,592.9,175.3,158.15,0.0,0.18,-1.53,90.22,90.11,91.09,
2015-04-01,aguascebas,jaen,576.0,481.0,6.4,6.39,0.0,-0.01,0.01,99.86,100.0,99.69,
2015-04-01,dannador,jaen,318.9,444.6,4.1,3.09,0.0,0.09,-1.02,75.36,73.17,100.24,
2015-04-01,giribaile,jaen,312.0,356.9,475.1,369.36,0.61,4.05,-99.26,77.74,76.89,98.64,
2015-04-01,guadalen,jaen,272.1,373.5,168.0,131.1,0.0,0.8,-27.85,78.04,77.56,94.61,
2015-04-01,guadalmena,jaen,337.6,435.5,346.5,311.53,0.13,1.75,-12.21,89.91,89.4,93.43,
2015-04-01,jandula,jaen,308.1,373.6,322.0,240.12,0.13,1.72,-49.8,74.57,74.04,90.04,
2015-04-01,la bolera,jaen,423.1,486.0,53.2,38.02,0.04,0.65,-10.74,71.47,70.24,91.65,
2015-04-01,la fernandina,jaen,292.4,406.7,244.5,178.04,0.0,0.15,-45.4,72.82,72.76,91.39,
2015-04-01,quiebrajano,jaen,454.6,524.5,31.6,23.11,-0.02,-0.14,-7.7,73.14,73.58,97.5,
2015-04-01,rumblar,jaen,281.6,374.0,126.0,95.06,0.03,0.62,-24.8,75.44,74.95,95.13,
2015-04-01,tranco de beas,jaen,536.3,560.5,498.2,430.03,0.38,3.3,-2.93,86.32,85.65,86.9,
2015-04-01,vadomojon,jaen,238.9,355.0,163.2,123.59,0.07,0.72,-34.39,75.73,75.29,96.8,
2015-04-01,viboras,jaen,333.1,396.7,19.1,10.13,0.0,0.09,-0.12,53.01,52.57,53.66,
2015-04-01,cala,sevilla,450.9,565.1,58.8,42.63,0.0,0.08,7.33,72.49,72.36,60.03,
2015-04-01,el agrio,sevilla,450.2,533.6,20.3,16.47,0.0,0.07,0.9,81.13,80.79,76.7,
2015-04-01,el pintado,sevilla,444.5,551.2,212.8,188.8,0.19,0.95,-4.3,88.72,88.28,90.74,
2015-04-01,gergal,sevilla,403.3,452.5,35.0,33.95,-0.21,-0.7,-1.32,96.99,99.0,100.77,
2015-04-01,huesna,sevilla,560.3,500.8,134.6,108.95,0.0,-0.1,-2.74,80.94,81.02,82.98,
2015-04-01,jose toran,sevilla,490.1,551.0,113.2,102.47,-0.02,0.02,-4.26,90.52,90.5,94.28,
2015-04-01,la minilla,sevilla,424.0,574.7,57.8,48.32,-0.03,-0.99,2.52,83.59,85.31,79.24,
2015-04-01,melonares,sevilla,424.8,513.9,185.6,176.17,0.15,0.14,3.59,94.92,94.84,92.98,
2015-04-01,puebla de cazalla,sevilla,349.3,419.3,73.7,34.33,-0.02,-0.07,-20.61,46.58,46.68,74.55,
2015-04-01,torre del aguila,sevilla,356.2,436.9,64.4,40.81,0.05,0.08,-3.41,63.36,63.25,68.66,
2015-04-01,beninar,almeria,193.0,402.8,61.68,5.99,0.05,0.35,-1.97,9.71,9.14,12.91,
2015-04-01,cuevas de almanzora,almeria,105.6,191.6,161.3,21.87,0.1,0.16,-2.1,13.56,13.46,14.86,
2015-04-01,charco redondo,cadiz,615.7,921.4,81.6,46.85,-0.03,0.15,-24.11,57.42,57.23,86.96,
2015-04-01,guadarranque,cadiz,595.4,785.2,87.7,82.39,0.02,0.21,3.61,93.95,93.71,89.83,
2015-04-01,beznar,granada,220.3,352.0,52.9,39.38,-0.03,-0.1,-6.7,74.44,74.63,87.11,
2015-04-01,rules,granada,262.7,403.7,110.8,84.28,0.1,0.98,4.07,76.07,75.18,72.39,
2015-04-01,conde de guadalhorce,malaga,309.4,373.7,66.5,54.93,0.07,0.47,3.33,82.61,81.89,77.59,
2015-04-01,el limonero,malaga,285.8,402.5,24.7,8.06,0.0,0.06,-1.56,32.62,32.39,38.95,
2015-04-01,casasola,malaga,250.2,389.3,23.45,9.32,0.0,0.04,-2.6,39.74,39.57,50.83,
2015-04-01,guadalteba,malaga,275.4,368.2,153.3,121.25,0.14,1.3,-29.4,79.09,78.25,98.27,
2015-04-01,guadalhorce,malaga,275.4,364.6,125.7,113.14,0.02,0.83,-10.14,90.01,89.35,98.07,
2015-04-01,la concepcion,malaga,520.2,656.3,61.9,58.08,0.11,1.53,18.76,93.83,91.36,63.52,
2015-04-01,la vinnuela,malaga,276.3,499.3,165.4,113.06,-0.04,0.0,-25.05,68.35,68.36,83.5,
2015-04-01,andevalo,huelva,360.5,560.6,634.4,627.8,0.0,-0.33,48.49,98.96,99.01,91.32,
2015-04-01,chanza,huelva,279.0,415.7,341.4,267.93,0.0,-1.33,-17.68,78.48,78.87,83.66,
2015-04-01,corumbel bajo,huelva,614.0,523.4,18.0,17.62,0.0,-0.07,2.9,97.9,98.28,81.78,
2015-04-01,jarrama,huelva,752.0,644.7,42.6,42.52,0.0,-0.03,1.94,99.8,99.88,95.26,
2015-04-01,los machos,huelva,561.8,481.1,12.0,8.5,0.0,0.01,2.78,70.86,70.75,47.67,
2015-04-01,piedras,huelva,561.8,471.7,59.5,37.04,0.0,-0.73,-5.55,62.25,63.48,71.58,
2015-04-11,arcos,cadiz,536.1,511.1,14.6,12.82,0.0,-0.05,0.28,87.79,88.15,85.89,
2015-04-11,almodovar,cadiz,778.2,1030.8,5.7,5.15,0.0,0.02,0.47,90.28,90.0,82.11,
2015-04-11,barbate,cadiz,571.3,893.5,228.1,169.69,-26.25,0.0,-34.31,74.39,74.39,89.43,
2015-04-11,bornos,cadiz,527.5,499.7,200.2,150.76,-0.17,-0.88,-19.38,75.3,75.74,84.99,
2015-04-11,celemin,cadiz,607.1,857.9,44.8,41.12,0.0,3.46,5.29,91.79,84.06,79.98,
2015-04-11,guadalcacin,cadiz,575.8,783.4,800.3,610.71,-0.29,-1.76,-72.91,76.31,76.53,85.42,
2015-04-11,los hurones,cadiz,649.3,739.1,135.3,120.12,-0.09,-0.17,7.52,88.78,88.9,83.22,
2015-04-11,zahara,cadiz,461.4,708.0,222.7,208.45,0.0,0.0,0.07,93.6,93.6,93.57,
2015-04-11,arenoso,cordoba,324.5,448.0,167.0,136.29,-21.62,0.13,-21.62,81.61,81.53,94.56,
2015-04-11,bembezar,cordoba,381.0,530.7,342.1,298.37,-16.87,0.62,-16.61,87.22,87.04,92.07,
2015-04-11,guadalmellato,cordoba,359.9,496.2,146.6,107.98,-23.9,-0.36,-23.91,73.66,73.9,89.97,
2015-04-11,guadanunno,cordoba,438.8,563.4,1.6,1.41,-0.06,-0.01,-0.06,88.07,88.75,91.88,
2015-04-11,iznajar,cordoba,321.4,493.5,981.1,867.87,-91.08,1.84,-92.24,88.46,88.27,97.86,
2015-04-11,la brenna,cordoba,381.1,458.7,823.0,708.99,-83.2,-2.11,-83.24,86.15,86.4,96.26,
2015-04-11,martin gonzalo,cordoba,378.1,482.0,17.8,15.12,-2.65,-0.16,-2.64,84.93,85.84,99.78,
2015-04-11,puente nuevo,cordoba,428.0,502.5,281.7,247.38,-15.46,0.0,-15.66,87.82,87.82,93.38,
2015-04-11,retortillo,cordoba,495.4,559.9,61.2,52.57,-6.52,0.09,-6.57,85.91,85.75,96.63,
2015-04-11,san rafael de navallana,cordoba,373.0,455.1,156.5,145.4,-4.33,-0.48,-4.37,92.91,93.21,95.7,
2015-04-11,sierra boyera,cordoba,373.1,441.9,40.9,40.09,1.32,1.86,1.32,98.01,93.47,94.79,
2015-04-11,yeguas,cordoba,366.9,437.4,228.7,201.1,-13.25,0.31,-13.31,87.93,87.8,93.75,
2015-04-11,canales,granada,336.4,334.5,70.0,48.32,-6.82,1.49,-7.04,69.03,66.9,79.09,
2015-04-11,colomera,granada,286.9,438.6,40.2,34.37,-5.51,0.09,-5.59,85.51,85.27,99.4,
2015-04-11,cubillas,granada,276.1,309.5,18.7,18.61,-0.07,0.12,-0.12,99.51,98.88,100.16,
2015-04-11,el portillo,granada,321.8,370.2,32.9,28.42,-2.71,0.18,-2.75,86.38,85.84,94.74,
2015-04-11,francisco abellan,granada,193.4,249.1,58.2,39.73,-3.04,0.16,-3.01,68.27,67.99,73.44,
2015-04-11,los bermejales,granada,238.0,515.9,102.6,84.04,-11.12,0.05,-11.07,81.91,81.86,92.7,
2015-04-11,negratin,granada,248.2,305.0,567.1,426.25,-15.21,-1.33,-15.21,75.16,75.4,77.85,
2015-04-11,quentar,granada,388.1,333.4,13.5,11.65,-0.89,-0.08,-0.88,86.26,86.89,92.81,
2015-04-11,san clemente,granada,245.2,304.7,117.9,31.22,-8.62,-0.09,-8.59,26.48,26.56,33.77,
2015-04-11,aracena,huelva,538.2,663.8,126.8,116.36,-3.25,0.98,-3.25,91.77,90.99,94.33,
2015-04-11,zufre,huelva,450.5,609.8,175.3,158.51,-3.34,0.36,-3.43,90.42,90.22,92.38,
2015-04-11,aguascebas,jaen,587.8,500.0,6.4,6.31,-0.08,-0.06,-0.08,98.57,99.53,99.84,
2015-04-11,dannador,jaen,337.4,465.0,4.1,3.06,-1.06,-0.02,-1.05,74.72,75.12,100.24,
2015-04-11,giribaile,jaen,332.2,371.6,475.1,372.84,-92.34,2.46,-91.6,78.48,77.96,97.76,
2015-04-11,guadalen,jaen,289.6,388.5,168.0,130.87,-29.4,-0.23,-29.54,77.9,78.04,95.48,
2015-04-11,guadalmena,jaen,350.6,455.3,346.5,311.92,-12.25,0.19,-12.08,90.02,89.97,93.51,
2015-04-11,jandula,jaen,317.7,386.8,322.0,240.95,-49.99,0.53,-50.05,74.83,74.66,90.37,
2015-04-11,la bolera,jaen,434.5,501.4,53.2,37.67,-13.85,-0.33,-13.88,70.81,71.43,96.9,
2015-04-11,la fernandina,jaen,303.8,421.3,244.5,177.99,-45.92,-0.04,-45.97,72.8,72.81,91.6,
2015-04-11,quiebrajano,jaen,479.5,543.3,31.6,22.9,-7.84,-0.15,-7.84,72.48,72.94,97.28,
2015-04-11,rumblar,jaen,297.7,387.4,126.0,94.7,-24.93,-0.37,-24.15,75.16,75.45,94.33,
2015-04-11,tranco de beas,jaen,542.3,586.7,498.2,432.35,-8.05,1.54,-8.38,86.78,86.47,88.46,
2015-04-11,vadomojon,jaen,255.2,369.2,163.2,124.64,-36.5,0.79,-36.89,76.37,75.89,98.98,
2015-04-11,viboras,jaen,352.0,412.7,19.1,10.2,0.34,0.06,0.31,53.4,53.09,51.78,
2015-04-11,cala,sevilla,461.2,578.4,58.8,42.66,7.92,0.0,7.88,72.56,72.55,59.15,
2015-04-11,el agrio,sevilla,465.9,550.8,20.3,16.51,0.47,0.08,0.45,81.34,80.94,79.11,
2015-04-11,el pintado,sevilla,462.3,569.2,212.8,189.41,-6.14,0.64,-6.34,89.01,88.71,91.99,
2015-04-11,gergal,sevilla,421.8,466.4,35.0,31.84,-2.81,-1.42,-2.52,90.97,95.03,98.17,
2015-04-11,huesna,sevilla,564.4,518.1,134.6,108.38,-5.83,-0.08,-5.84,80.52,80.58,84.86,
2015-04-11,jose toran,sevilla,496.6,567.4,113.2,102.54,-7.58,0.13,-7.6,90.58,90.47,97.3,
2015-04-11,la minilla,sevilla,434.1,593.5,57.8,48.05,3.21,-0.18,3.19,83.12,83.44,77.61,
2015-04-11,melonares,sevilla,443.3,530.1,185.6,176.03,2.08,0.14,2.08,94.84,94.77,93.72,
2015-04-11,puebla de cazalla,sevilla,354.4,432.8,73.7,34.05,-20.99,-0.2,-20.97,46.2,46.47,74.65,
