ds,reservoir,province,rainfallsince,avgrainfall1971_2000,capacity_hm3,stored_hm3,variation24h_hm3,weekchange,yearchange,fillingpcttoday,weekago,yearago,avgreserve5yrs_hm3
2023-12-20,jarrama,huelva,442.1,311.5,42.6,21.73,0.0,0.04,-6.93,51.01,50.92,67.28,28.55
2023-12-20,los machos,huelva,216.5,238.0,12.0,9.36,0.0,0.0,-2.64,78.0,78.0,100.0,9.43
2023-12-20,piedras,huelva,216.5,234.8,59.5,21.45,-0.24,-0.42,-38.05,36.05,36.76,100.0,44.39
2023-12-20,zufre,huelva,257.7,282.4,175.3,25.05,-0.04,-0.05,-10.47,14.29,14.32,20.26,86.6
2023-12-20,aguascebas,jaen,242.7,199.5,6.4,3.46,-0.01,-0.01,-1.85,54.06,54.22,82.97,4.32
2023-12-20,dannador,jaen,151.1,193.9,4.1,3.14,-0.01,-0.03,-1.05,76.59,77.32,102.2,3.1
2023-12-20,giribaile,jaen,122.5,152.7,475.1,80.02,0.06,0.33,0.08,16.84,16.77,16.83,113.58
2023-12-20,guadalen,jaen,125.9,162.7,168.0,25.38,-0.05,-0.21,-27.86,15.11,15.23,31.69,43.28
2023-12-20,guadalmena,jaen,159.6,190.9,346.5,57.99,-0.05,-0.33,-13.87,16.74,16.83,20.74,108.3
2023-12-20,jandula,jaen,165.1,167.5,322.0,62.94,0.03,0.3,-4.57,19.55,19.45,20.97,91.25
2023-12-20,la bolera,jaen,71.1,193.9,53.2,11.15,0.0,0.14,-5.76,20.96,20.7,31.79,21.2
2023-12-20,la fernandina,jaen,154.6,182.3,244.5,69.49,-0.01,-0.13,-25.56,28.42,28.47,38.88,86.53
2023-12-20,quiebrajano,jaen,194.0,221.6,31.6,5.72,-0.01,-0.07,-2.78,18.1,18.32,26.9,13.05
2023-12-20,rumblar,jaen,134.1,167.1,126.0,23.22,-0.1,-0.16,-21.56,18.43,18.56,35.54,46.74
2023-12-20,tranco de beas,jaen,159.8,234.4,498.2,120.86,0.14,0.95,-2.09,24.26,24.07,24.68,188.13
2023-12-20,vadomojon,jaen,91.1,165.6,163.2,11.47,0.05,0.21,-1.55,7.03,6.9,7.98,48.17
2023-12-20,viboras,jaen,117.3,173.4,19.1,3.86,-0.01,0.02,-1.97,20.21,20.1,30.52,7.85
2023-12-20,casasola,malaga,33.0,184.5,21.7,6.33,-0.01,-0.04,-4.56,29.17,29.35,50.18,11.02
2023-12-20,conde de guadalhorce,malaga,0.2,178.8,66.5,11.22,0.0,0.03,-8.43,16.87,16.83,29.55,33.34
2023-12-20,el limonero,malaga,30.9,190.9,22.3,4.91,-0.01,-0.06,-4.09,22.02,22.29,40.36,11.11
2023-12-20,guadalhorce,malaga,47.6,174.9,125.7,19.85,-0.14,-0.67,-24.97,15.79,16.32,35.66,70.2
2023-12-20,guadalteba,malaga,47.6,175.2,153.3,35.91,-0.16,-0.84,-49.61,23.42,23.97,55.79,108.1
2023-12-20,la concepcion,malaga,42.5,307.7,61.9,13.76,-0.04,-0.32,-24.61,22.23,22.75,61.99,34.65
2023-12-20,la vinnuela,malaga,48.8,234.3,165.4,12.34,-0.13,-0.15,-5.8,7.46,7.55,10.97,42.63
2023-12-20,cala,sevilla,208.0,276.4,58.8,28.55,-0.17,-0.22,-0.65,48.55,48.93,49.66,19.67
2023-12-20,el agrio,sevilla,197.7,247.8,20.3,10.01,0.0,0.01,-5.47,49.31,49.26,76.26,10.64
2023-12-20,el pintado,sevilla,230.8,265.3,212.8,42.3,0.02,0.15,-14.13,19.88,19.81,26.52,111.45
2023-12-20,gergal,sevilla,179.3,225.1,35.0,17.92,0.01,0.04,-4.72,51.2,51.09,64.69,27.01
2023-12-20,huesna,sevilla,228.5,242.4,134.6,44.96,-0.04,-0.28,-16.2,33.4,33.61,45.44,75.48
2023-12-20,jose toran,sevilla,216.6,262.8,113.2,17.13,0.0,0.0,-1.89,15.13,15.13,16.8,33.28
2023-12-20,la minilla,sevilla,236.6,268.8,57.8,30.59,0.03,-0.06,-13.77,52.92,53.03,76.75,44.03
2023-12-20,melonares,sevilla,194.9,247.0,185.6,81.06,-0.22,-1.41,-42.16,43.67,44.43,66.39,145.19
2023-12-20,puebla de cazalla,sevilla,122.8,188.0,73.7,0.09,0.0,-0.01,-3.07,0.12,0.14,4.29,17.71
2023-12-20,torre del aguila,sevilla,123.6,202.3,64.4,1.74,-0.03,-0.09,-7.47,2.7,2.84,14.3,12.31
2023-12-21,beninar,almeria,33.8,218.1,61.68,4.88,0.0,-0.03,-3.97,7.91,7.96,14.35,7.89
2023-12-21,cuevas de almanzora,almeria,6.4,99.0,161.3,17.04,-0.06,-0.38,-9.78,10.56,10.8,16.63,17.76
2023-12-21,almodovar,cadiz,139.0,554.1,5.7,2.22,-0.01,-0.04,-2.17,38.95,39.65,77.02,2.7
2023-12-21,arcos,cadiz,136.2,273.0,14.6,12.04,-0.02,-0.11,-1.6,82.47,83.22,93.42,13.27
2023-12-21,barbate,cadiz,107.4,463.8,228.1,20.59,0.0,-0.07,-23.68,9.03,9.06,19.41,72.48
2023-12-21,bornos,cadiz,130.8,270.4,200.2,19.34,0.05,0.21,-36.9,9.66,9.56,28.09,59.37
2023-12-21,celemin,cadiz,109.4,445.4,44.8,3.94,0.0,-0.02,-6.97,8.79,8.84,24.35,14.37
2023-12-21,charco redondo,cadiz,173.6,492.5,81.6,13.83,-0.06,-0.02,-16.88,16.95,16.97,37.63,31.31
2023-12-21,guadalcacin,cadiz,102.9,412.3,800.3,135.35,-0.11,-0.94,-78.63,16.91,17.03,26.74,336.26
2023-12-21,guadarranque,cadiz,152.5,420.5,87.7,25.14,-0.1,-0.65,-16.94,28.67,29.41,47.98,40.26
2023-12-21,los hurones,cadiz,132.9,400.5,135.3,40.51,-0.04,-0.26,-47.94,29.94,30.13,65.37,70.85
2023-12-21,zahara - el gastor,cadiz,121.9,353.3,222.7,8.65,0.03,0.09,-34.15,3.88,3.84,19.22,102.31
2023-12-21,arenoso,cordoba,129.4,246.5,167.0,24.58,0.01,0.01,-7.85,14.72,14.71,19.42,39.44
2023-12-21,bembezar,cordoba,185.5,289.4,342.1,36.35,-0.32,-0.38,-17.76,10.63,10.74,15.82,128.4
2023-12-21,guadalmellato,cordoba,184.8,266.6,146.6,40.46,-0.04,-0.35,-21.81,27.6,27.84,42.48,77.68
2023-12-21,guadanunno,cordoba,217.9,307.9,1.6,0.99,0.0,-0.01,-0.49,61.88,62.5,92.5,1.15
2023-12-21,iznajar,cordoba,117.2,252.7,981.1,155.36,0.22,1.65,15.88,15.84,15.67,14.22,301.72
2023-12-21,la brenna,cordoba,180.7,258.8,823.0,91.7,0.04,-0.05,-16.01,11.14,11.15,13.09,156.36
2023-12-21,martin gonzalo,cordoba,228.0,263.0,17.8,2.09,-0.01,-0.05,-2.75,11.74,12.02,27.19,8.48
2023-12-21,puente nuevo,cordoba,162.8,269.8,281.7,31.93,-0.02,-0.02,-9.32,11.33,11.34,14.64,73.46
2023-12-21,retortillo,cordoba,180.2,312.1,61.2,7.53,-0.02,-0.09,-6.25,12.3,12.45,22.52,25.89
2023-12-21,san rafael de navallana,cordoba,206.0,247.5,156.5,62.69,-0.01,-0.03,8.58,40.06,40.08,34.58,51.69
2023-12-21,sierra boyera,cordoba,184.5,227.8,40.9,1.15,0.01,0.06,-0.59,2.81,2.67,4.25,15.41
2023-12-21,yeguas,cordoba,170.1,235.1,228.7,37.68,0.02,0.2,-23.71,16.48,16.39,26.84,62.59
2023-12-21,beznar,granada,58.0,186.5,52.9,24.9,-0.06,-0.22,-12.23,47.07,47.49,70.19,39.06
2023-12-21,canales,granada,101.3,163.5,70.0,33.05,-0.03,-0.14,-16.95,47.21,47.41,71.43,48.89
2023-12-21,colomera,granada,103.0,221.7,40.2,3.98,0.0,0.01,0.2,9.9,9.88,9.4,12.89
2023-12-21,cubillas,granada,76.7,159.1,18.7,5.61,0.01,0.06,-0.21,30.0,29.68,31.12,6.99
2023-12-21,el portillo,granada,46.8,178.7,32.9,10.76,0.0,0.07,-11.14,32.71,32.49,66.57,24.14
2023-12-21,francisco abellan,granada,49.2,121.1,58.2,7.95,0.01,0.08,-2.1,13.66,13.52,17.27,20.47
2023-12-21,los bermejales,granada,81.1,256.3,102.6,13.11,0.01,0.08,-0.92,12.78,12.7,13.67,38.31
2023-12-21,negratin,granada,52.1,140.8,567.1,117.24,0.14,0.94,8.11,20.67,20.51,19.24,185.35
2023-12-21,quentar,granada,134.2,164.6,13.5,6.66,0.01,0.08,-2.96,49.33,48.74,71.26,8.12
2023-12-21,rules,granada,46.1,220.8,110.8,36.05,-0.06,-0.35,-32.24,32.54,32.85,61.63,78.26
2023-12-21,san clemente,granada,58.6,151.0,117.9,9.6,-0.03,0.02,-3.7,8.14,8.13,11.28,16.0
2023-12-21,andevalo,huelva,207.0,325.8,634.4,160.79,-0.2,-0.24,-66.5,25.35,25.38,35.83,340.92
2023-12-21,aracena,huelva,273.4,342.5,126.8,31.23,0.0,-0.03,-2.38,24.63,24.65,26.51,53.57
2023-12-21,chanza,huelva,172.8,249.5,341.4,142.55,-0.05,-1.35,-65.68,41.75,42.15,60.99,167.45
2023-12-21,corumbel bajo,huelva,322.6,290.1,18.0,4.16,0.0,0.01,-3.11,23.11,23.06,40.39,5.41
2023-12-21,jarrama,huelva,443.1,369.9,42.6,21.73,0.0,0.04,-7.01,51.01,50.92,67.46,28.55
2023-12-21,los machos,huelva,216.5,278.6,12.0,9.37,0.01,0.01,-2.63,78.08,78.0,100.0,9.43
2023-12-21,piedras,huelva,216.5,274.1,59.5,21.25,-0.2,-0.44,-38.25,35.71,36.45,100.0,44.39
2023-12-21,zufre,huelva,257.9,332.3,175.3,25.01,-0.04,-0.1,-10.65,14.27,14.32,20.34,86.6
2023-12-21,aguascebas,jaen,242.9,235.7,6.4,3.45,-0.01,-0.04,-1.89,53.91,54.53,83.44,4.32
2023-12-21,dannador,jaen,151.1,229.9,4.1,3.14,0.0,-0.03,-1.04,76.59,77.32,101.95,3.1
2023-12-21,giribaile,jaen,122.8,180.8,475.1,80.08,0.06,0.31,-0.16,16.86,16.79,16.89,113.58
2023-12-21,guadalen,jaen,126.0,193.0,168.0,25.37,-0.01,-0.21,-28.34,15.1,15.23,31.97,43.28
2023-12-21,guadalmena,jaen,159.6,224.3,346.5,57.95,-0.04,-0.31,-14.22,16.72,16.81,20.83,108.3
2023-12-21,jandula,jaen,165.4,200.0,322.0,62.99,0.05,0.3,-4.83,19.56,19.47,21.06,91.25
2023-12-21,la bolera,jaen,71.1,227.8,53.2,11.15,0.0,0.08,-5.88,20.96,20.81,32.01,21.2
2023-12-21,la fernandina,jaen,154.6,217.5,244.5,69.46,-0.03,-0.14,-25.96,28.41,28.47,39.03,86.53
2023-12-21,quiebrajano,jaen,194.4,262.9,31.6,5.71,-0.01,-0.07,-2.8,18.07,18.29,26.93,13.05
2023-12-21,rumblar,jaen,134.6,198.3,126.0,23.19,-0.03,-0.16,-21.87,18.4,18.53,35.76,46.74
2023-12-21,tranco de beas,jaen,159.8,282.9,498.2,120.9,0.04,0.76,-2.63,24.27,24.11,24.8,188.13
2023-12-21,vadomojon,jaen,91.2,191.6,163.2,11.47,0.0,0.18,-1.61,7.03,6.92,8.01,48.17
2023-12-21,viboras,jaen,117.3,203.3,19.1,3.86,0.0,0.0,-1.98,20.21,20.21,30.58,7.85
2023-12-21,casasola,malaga,33.0,213.3,21.7,6.33,0.0,-0.04,-4.55,29.17,29.35,50.14,11.02
2023-12-21,conde de guadalhorce,malaga,0.2,205.7,66.5,11.22,0.0,0.0,-8.62,16.87,16.87,29.83,33.34
2023-12-21,el limonero,malaga,30.9,217.2,22.3,4.91,0.0,-0.05,-4.08,22.02,22.24,40.31,11.11
2023-12-21,guadalhorce,malaga,47.6,200.3,125.7,19.72,-0.13,-0.66,-25.17,15.69,16.21,35.71,70.2
2023-12-21,guadalteba,malaga,47.6,201.2,153.3,35.8,-0.11,-0.82,-49.75,23.35,23.89,55.81,108.1
2023-12-21,la concepcion,malaga,42.5,357.8,61.9,13.73,-0.03,-0.29,-24.97,22.18,22.65,62.52,34.65
2023-12-21,la vinnuela,malaga,48.8,273.7,165.4,12.32,-0.02,-0.16,-5.9,7.45,7.55,11.02,42.63
2023-12-21,cala,sevilla,208.0,318.7,58.8,28.35,-0.2,-0.42,-0.93,48.21,48.93,49.8,19.67
2023-12-21,el agrio,sevilla,197.7,291.9,20.3,10.0,-0.01,-0.01,-5.55,49.26,49.31,76.6,10.64
2023-12-21,el pintado,sevilla,230.8,311.8,212.8,42.33,0.03,0.15,-14.2,19.89,19.82,26.56,111.45
2023-12-21,gergal,sevilla,179.3,267.4,35.0,18.16,0.24,0.31,-4.51,51.89,51.0,64.77,27.01
2023-12-21,huesna,sevilla,228.6,285.7,134.6,44.91,-0.05,-0.31,-16.33,33.37,33.6,45.5,75.48
2023-12-21,jose toran,sevilla,216.6,314.5,113.2,17.13,0.0,0.0,-1.93,15.13,15.13,16.84,33.28
2023-12-21,la minilla,sevilla,236.7,316.6,57.8,30.61,0.02,-0.02,-13.63,52.96,52.99,76.54,44.03
2023-12-21,melonares,sevilla,194.9,292.8,185.6,80.81,-0.25,-1.49,-42.51,43.54,44.34,66.44,145.19
2023-12-21,puebla de cazalla,sevilla,122.8,220.3,73.7,0.09,0.0,-0.01,-3.07,0.12,0.14,4.29,17.71
2023-12-21,torre del aguila,sevilla,123.6,236.2,64.4,1.73,-0.01,-0.09,-7.46,2.69,2.83,14.27,12.31
2023-12-22,beninar,almeria,33.8,218.1,61.68,4.88,0.0,-0.03,-3.97,7.91,7.96,14.35,7.89
2023-12-22,cuevas de almanzora,almeria,6.4,99.0,161.3,16.99,-0.05,-0.37,-9.79,10.53,10.76,16.6,17.76
2023-12-22,almodovar,cadiz,139.0,554.1,5.7,2.22,0.0,-0.03,-2.18,38.95,39.47,77.19,2.7
2023-12-22,arcos,cadiz,136.2,273.0,14.6,12.01,-0.03,-0.11,-1.63,82.26,83.01,93.42,13.27
2023-12-22,barbate,cadiz,107.4,463.8,228.1,20.59,0.0,-0.07,-23.68,9.03,9.06,19.41,72.48
2023-12-22,bornos,cadiz,130.8,270.4,200.2,19.34,0.0,0.16,-37.36,9.66,9.58,28.32,59.37
2023-12-22,celemin,cadiz,109.4,445.4,44.8,3.96,0.02,0.0,-6.98,8.84,8.84,24.42,14.37
2023-12-22,charco redondo,cadiz,173.6,492.5,81.6,13.83,0.0,0.0,-16.86,16.95,16.95,37.61,31.31
2023-12-22,guadalcacin,cadiz,102.9,412.3,800.3,135.24,-0.11,-0.88,-78.81,16.9,17.01,26.75,336.26
2023-12-22,guadarranque,cadiz,152.5,420.5,87.7,25.05,-0.09,-0.65,-17.07,28.56,29.3,48.03,40.26
2023-12-22,los hurones,cadiz,132.9,400.5,135.3,40.46,-0.05,-0.27,-49.78,29.9,30.1,66.7,70.85
2023-12-22,zahara - el gastor,cadiz,121.9,353.3,222.7,8.65,0.0,0.08,-34.23,3.88,3.85,19.25,102.31
2023-12-22,arenoso,cordoba,129.4,246.5,167.0,24.57,-0.01,-0.01,-8.03,14.71,14.72,19.52,39.44
2023-12-22,bembezar,cordoba,185.5,289.4,342.1,36.24,-0.11,-0.51,-17.94,10.59,10.74,15.84,128.4
2023-12-22,guadalmellato,cordoba,184.8,266.6,146.6,40.43,-0.03,-0.35,-21.91,27.58,27.82,42.52,77.68
2023-12-22,guadanunno,cordoba,217.9,307.9,1.6,0.99,0.0,-0.01,-0.49,61.88,62.5,92.5,1.15
2023-12-22,iznajar,cordoba,117.2,252.7,981.1,155.6,0.24,1.62,15.52,15.86,15.69,14.28,301.72
2023-12-22,la brenna,cordoba,180.7,258.8,823.0,91.64,-0.06,-0.1,-16.39,11.13,11.15,13.13,156.36
2023-12-22,martin gonzalo,cordoba,228.0,263.0,17.8,2.08,-0.01,-0.06,-2.77,11.69,12.02,27.25,8.48
2023-12-22,puente nuevo,cordoba,162.8,269.8,281.7,31.95,0.02,0.0,-9.3,11.34,11.34,14.64,73.46
2023-12-22,retortillo,cordoba,180.2,312.1,61.2,7.52,-0.01,-0.08,-6.3,12.29,12.42,22.58,25.89
2023-12-22,san rafael de navallana,cordoba,206.0,247.5,156.5,62.7,0.01,-0.03,8.35,40.06,40.08,34.73,51.69
2023-12-22,sierra boyera,cordoba,184.5,227.8,40.9,1.15,0.0,0.06,-0.57,2.81,2.67,4.21,15.41
2023-12-22,yeguas,cordoba,170.1,235.1,228.7,37.71,0.03,0.19,-24.0,16.49,16.41,26.98,62.59
2023-12-22,beznar,granada,58.0,186.5,52.9,24.88,-0.02,-0.21,-12.41,47.03,47.43,70.49,39.06
2023-12-22,canales,granada,101.3,163.5,70.0,33.02,-0.03,-0.17,-17.09,47.17,47.41,71.59,48.89
2023-12-22,colomera,granada,103.0,221.7,40.2,3.98,0.0,0.01,0.2,9.9,9.88,9.4,12.89
2023-12-22,cubillas,granada,76.7,159.1,18.7,5.61,0.0,0.05,-0.22,30.0,29.73,31.18,6.99
2023-12-22,el portillo,granada,46.8,178.7,32.9,10.76,0.0,0.05,-11.35,32.71,32.55,67.2,24.14
2023-12-22,francisco abellan,granada,49.2,121.1,58.2,7.96,0.01,0.08,-2.11,13.68,13.54,17.3,20.47
2023-12-22,los bermejales,granada,81.2,256.3,102.6,13.12,0.01,0.09,-0.96,12.79,12.7,13.72,38.31
2023-12-22,negratin,granada,52.1,140.8,567.1,117.37,0.13,0.89,8.08,20.7,20.54,19.27,185.35
2023-12-22,quentar,granada,134.2,164.6,13.5,6.67,0.01,0.08,-2.99,49.41,48.81,71.56,8.12
2023-12-22,rules,granada,46.1,220.8,110.8,35.99,-0.06,-0.38,-32.46,32.48,32.82,61.78,78.26
2023-12-22,san clemente,granada,59.2,151.0,117.9,9.6,0.0,0.01,-3.74,8.14,8.13,11.31,16.0
2023-12-22,andevalo,huelva,207.0,325.8,634.4,160.79,0.0,-0.27,-66.84,25.35,25.39,35.88,340.92
2023-12-22,aracena,huelva,273.4,342.5,126.8,31.23,0.0,-0.02,-2.57,24.63,24.65,26.66,53.57
2023-12-22,chanza,huelva,172.8,249.5,341.4,142.55,0.0,-1.4,-67.02,41.75,42.16,61.39,167.45
2023-12-22,corumbel bajo,huelva,322.6,290.1,18.0,4.16,0.0,0.0,-3.13,23.11,23.11,40.5,5.41
2023-12-22,jarrama,huelva,443.1,369.9,42.6,21.73,0.0,0.0,-7.01,51.01,51.01,67.46,28.55
2023-12-22,los machos,huelva,216.5,278.6,12.0,9.37,0.0,0.0,-2.63,78.08,78.08,100.0,9.43
2023-12-22,piedras,huelva,216.5,274.1,59.5,21.25,0.0,-0.27,-38.25,35.71,36.17,100.0,44.39
2023-12-22,zufre,huelva,257.9,332.3,175.3,24.97,-0.04,-0.15,-10.84,14.24,14.33,20.43,86.6
2023-12-22,aguascebas,jaen,242.9,235.7,6.4,3.44,-0.01,-0.05,-1.92,53.75,54.53,83.75,4.32
2023-12-22,dannador,jaen,151.1,229.9,4.1,3.13,-0.01,-0.03,-1.05,76.34,77.07,101.95,3.1
2023-12-22,giribaile,jaen,122.8,180.8,475.1,80.15,0.07,0.32,-0.3,16.87,16.8,16.93,113.58
2023-12-22,guadalen,jaen,126.0,193.0,168.0,25.38,0.01,-0.15,-28.69,15.11,15.2,32.18,43.28
2023-12-22,guadalmena,jaen,159.6,224.3,346.5,57.9,-0.05,-0.31,-14.57,16.71,16.8,20.91,108.3
2023-12-22,jandula,jaen,165.4,200.0,322.0,63.04,0.05,0.29,-5.04,19.58,19.49,21.14,91.25
2023-12-22,la bolera,jaen,71.1,227.8,53.2,11.15,0.0,0.04,-5.96,20.96,20.88,32.16,21.2
2023-12-22,la fernandina,jaen,154.6,217.5,244.5,69.46,0.0,-0.11,-26.22,28.41,28.45,39.13,86.53
2023-12-22,quiebrajano,jaen,194.4,262.9,31.6,5.7,-0.01,-0.07,-2.82,18.04,18.26,26.96,13.05
2023-12-22,rumblar,jaen,134.1,198.3,126.0,23.2,0.01,-0.15,-22.08,18.41,18.53,35.94,46.74
2023-12-22,tranco de beas,jaen,159.8,282.9,498.2,121.04,0.14,0.72,-2.94,24.3,24.15,24.89,188.13
2023-12-22,vadomojon,jaen,91.2,191.6,163.2,11.5,0.03,0.19,-1.65,7.05,6.93,8.06,48.17
2023-12-22,viboras,jaen,117.3,203.3,19.1,3.85,-0.01,-0.01,-1.99,20.16,20.21,30.58,7.85
2023-12-22,casasola,malaga,33.0,213.3,21.7,6.32,-0.01,-0.04,-4.55,29.12,29.31,50.09,11.02
2023-12-22,conde de guadalhorce,malaga,0.2,205.7,66.5,11.22,0.0,-0.01,-8.67,16.87,16.89,29.91,33.34
2023-12-22,el limonero,malaga,30.9,217.2,22.3,4.9,-0.01,-0.05,-4.09,21.97,22.2,40.31,11.11
2023-12-22,guadalhorce,malaga,47.6,200.3,125.7,19.56,-0.16,-0.68,-25.4,15.56,16.1,35.77,70.2
2023-12-22,guadalteba,malaga,47.6,201.2,153.3,35.63,-0.17,-0.74,-49.88,23.24,23.72,55.78,108.1
2023-12-22,la concepcion,malaga,42.5,357.8,61.9,13.73,0.0,-0.24,-25.24,22.18,22.57,62.96,34.65
2023-12-22,la vinnuela,malaga,48.8,273.7,165.4,12.31,-0.01,-0.16,-5.97,7.44,7.54,11.05,42.63
2023-12-22,cala,sevilla,208.0,318.7,58.8,28.13,-0.22,-0.61,-1.21,47.84,48.88,49.9,19.67
2023-12-22,el agrio,sevilla,197.7,291.9,20.3,10.0,0.0,-0.01,-5.62,49.26,49.31,76.95,10.64
2023-12-22,el pintado,sevilla,230.8,311.8,212.8,42.34,0.01,0.13,-14.28,19.9,19.84,26.61,111.45
2023-12-22,gergal,sevilla,179.3,267.4,35.0,18.33,0.17,0.29,-4.25,52.37,51.54,64.51,27.01
2023-12-22,huesna,sevilla,228.6,285.7,134.6,44.86,-0.05,-0.31,-16.42,33.33,33.56,45.53,75.48
2023-12-22,jose toran,sevilla,216.6,314.5,113.2,17.14,0.01,0.01,-1.95,15.14,15.13,16.86,33.28
2023-12-22,la minilla,sevilla,236.7,316.6,57.8,30.63,0.02,0.02,-13.47,52.99,52.96,76.3,44.03
2023-12-22,melonares,sevilla,194.9,292.8,185.6,80.59,-0.22,-1.53,-42.86,43.42,44.25,66.51,145.19
2023-12-22,puebla de cazalla,sevilla,122.8,220.3,73.7,0.09,0.0,-0.01,-3.07,0.12,0.14,4.29,17.71
2023-12-22,torre del aguila,sevilla,123.6,236.2,64.4,1.71,-0.02,-0.1,-7.47,2.66,2.81,14.25,12.31
2023-12-23,beninar,almeria,33.8,218.1,61.68,4.87,-0.01,-0.03,-3.96,7.9,7.94,14.32,7.89
2023-12-23,cuevas de almanzora,almeria,6.4,99.0,161.3,16.94,-0.05,-0.34,-9.81,10.5,10.71,16.58,17.76
2023-12-23,almodovar,cadiz,139.1,554.1,5.7,2.22,0.0,-0.03,-2.18,38.95,39.47,77.19,2.7
2023-12-23,arcos,cadiz,136.2,273.0,14.6,12.01,0.0,-0.08,-1.63,82.26,82.81,93.42,13.27
2023-12-23,barbate,cadiz,107.4,463.8,228.1,20.59,0.0,-0.07,-23.79,9.03,9.06,19.46,72.48
2023-12-23,bornos,cadiz,130.8,270.4,200.2,19.34,0.0,0.16,-37.74,9.66,9.58,28.51,59.37
2023-12-23,celemin,cadiz,109.4,445.4,44.8,3.96,0.0,0.0,-6.98,8.84,8.84,24.42,14.37
2023-12-23,charco redondo,cadiz,173.6,492.5,81.6,13.83,0.0,-0.01,-16.82,16.95,16.96,37.56,31.31
2023-12-23,guadalcacin,cadiz,102.9,412.3,800.3,135.13,-0.11,-0.88,-78.99,16.88,16.99,26.75,336.26
2023-12-23,guadarranque,cadiz,152.5,420.5,87.7,24.96,-0.09,-0.71,-17.17,28.46,29.27,48.04,40.26
2023-12-23,los hurones,cadiz,132.9,400.5,135.3,40.42,-0.04,-0.27,-51.05,29.87,30.07,67.61,70.85
2023-12-23,zahara - el gastor,cadiz,121.9,353.3,222.7,8.66,0.01,0.07,-34.25,3.89,3.86,19.27,102.31
2023-12-23,arenoso,cordoba,129.4,246.5,167.0,24.57,0.0,0.0,-8.12,14.71,14.71,19.57,39.44
2023-12-23,bembezar,cordoba,185.5,289.4,342.1,36.25,0.01,-0.53,-17.98,10.6,10.75,15.85,128.4
2023-12-23,guadalmellato,cordoba,185.0,266.6,146.6,40.38,-0.05,-0.35,-22.0,27.54,27.78,42.55,77.68
2023-12-23,guadanunno,cordoba,217.9,307.9,1.6,0.99,0.0,-0.01,-0.49,61.88,62.5,92.5,1.15
2023-12-23,iznajar,cordoba,117.2,252.7,981.1,155.86,0.26,1.61,15.15,15.89,15.72,14.34,301.72
2023-12-23,la brenna,cordoba,180.7,258.8,823.0,91.65,0.01,-0.04,-15.99,11.14,11.14,13.08,156.36
2023-12-23,martin gonzalo,cordoba,228.0,263.0,17.8,2.07,-0.01,-0.06,-2.79,11.63,11.97,27.3,8.48
2023-12-23,puente nuevo,cordoba,163.0,269.8,281.7,31.96,0.01,0.01,-9.29,11.35,11.34,14.64,73.46
2023-12-23,retortillo,cordoba,180.4,312.1,61.2,7.51,-0.01,-0.08,-6.32,12.27,12.4,22.6,25.89
2023-12-23,san rafael de navallana,cordoba,206.0,247.5,156.5,62.68,-0.02,-0.03,8.06,40.05,40.07,34.9,51.69
2023-12-23,sierra boyera,cordoba,184.8,227.8,40.9,1.16,0.01,0.06,-0.55,2.84,2.69,4.18,15.41
2023-12-23,yeguas,cordoba,170.1,235.1,228.7,37.73,0.02,0.18,-24.35,16.5,16.42,27.14,62.59
2023-12-23,beznar,granada,58.0,186.5,52.9,24.85,-0.03,-0.21,-12.54,46.98,47.37,70.68,39.06
2023-12-23,canales,granada,101.3,163.5,70.0,32.98,-0.04,-0.18,-17.23,47.11,47.37,71.73,48.89
2023-12-23,colomera,granada,103.0,221.7,40.2,3.98,0.0,0.01,0.2,9.9,9.88,9.4,12.89
2023-12-23,cubillas,granada,76.7,159.1,18.7,5.62,0.01,0.05,-0.22,30.05,29.79,31.23,6.99
2023-12-23,el portillo,granada,46.8,178.7,32.9,10.76,0.0,0.03,-11.53,32.71,32.61,67.75,24.14
2023-12-23,francisco abellan,granada,49.2,121.1,58.2,7.97,0.01,0.08,-2.13,13.69,13.56,17.35,20.47
2023-12-23,los bermejales,granada,81.2,256.3,102.6,13.14,0.02,0.09,-0.99,12.81,12.72,13.77,38.31
2023-12-23,negratin,granada,52.1,140.8,567.1,117.5,0.13,0.92,8.03,20.72,20.56,19.3,185.35
2023-12-23,quentar,granada,134.2,164.6,13.5,6.68,0.01,0.08,-3.01,49.48,48.89,71.78,8.12
2023-12-23,rules,granada,46.1,220.8,110.8,35.94,-0.05,-0.39,-32.67,32.44,32.79,61.92,78.26
2023-12-23,san clemente,granada,59.2,151.0,117.9,9.61,0.01,0.01,-3.76,8.15,8.14,11.34,16.0
2023-12-23,andevalo,huelva,207.0,325.8,634.4,160.79,0.0,-0.28,-66.84,25.35,25.39,35.88,340.92
2023-12-23,aracena,huelva,273.4,342.5,126.8,31.21,-0.02,-0.04,-2.72,24.61,24.65,26.76,53.57
2023-12-23,chanza,huelva,172.8,249.5,341.4,142.47,-0.08,-1.3,-67.84,41.73,42.11,61.6,167.45
2023-12-23,corumbel bajo,huelva,322.6,290.1,18.0,4.16,0.0,0.0,-3.16,23.11,23.11,40.67,5.41
2023-12-23,jarrama,huelva,443.1,369.9,42.6,21.73,0.0,0.0,-7.04,51.01,51.01,67.54,28.55
2023-12-23,los machos,huelva,216.5,278.6,12.0,9.38,0.01,0.01,-2.62,78.17,78.08,100.0,9.43
